split,class_id,class_name,image_width,image_height,box_width,box_height,box_area,box_area_ratio,box_aspect_ratio,size_category
train,13,School Ahead,640,640,244.5,130.5,31907.25,0.0778985595703125,1.8735632183908046,Large (>5%)
train,21,Speed Limit 80Km,640,640,583.5,393.5,229607.25,0.5605645751953126,1.48284625158831,Large (>5%)
train,4,Height Limit 5.7m,640,640,93.0,61.5,5719.5,0.013963623046875,1.5121951219512195,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,214.0,141.0,30174.0,0.0736669921875,1.5177304964539007,Large (>5%)
train,17,Side Road On Right,640,640,464.0,247.0,114608.0,0.2798046875,1.8785425101214575,Large (>5%)
train,15,Sharp Right Turn,640,640,386.0,216.0,83376.0,0.2035546875,1.787037037037037,Large (>5%)
train,0,Crossroads,640,640,346.0,226.0,78196.0,0.190908203125,1.5309734513274336,Large (>5%)
train,0,Crossroads,640,640,269.0,165.5,44519.5,0.108690185546875,1.6253776435045317,Large (>5%)
train,17,Side Road On Right,640,640,92.0,47.5,4370.0,0.0106689453125,1.936842105263158,Medium (1%-5%)
train,18,Speed Breaker,640,640,141.0,94.0,13254.0,0.0323583984375,1.5,Medium (1%-5%)
train,1,Emergency Stopping,640,640,370.5,231.0,85585.5,0.208948974609375,1.603896103896104,Large (>5%)
train,15,Sharp Right Turn,640,640,153.5,88.5,13584.75,0.0331658935546875,1.734463276836158,Medium (1%-5%)
train,8,No Overtaking,640,640,563.5,371.0,209058.5,0.510396728515625,1.5188679245283019,Large (>5%)
train,19,Speed Limit 20 km,640,640,302.5,175.5,53088.75,0.1296112060546875,1.7236467236467237,Large (>5%)
train,15,Sharp Right Turn,640,640,158.5,85.0,13472.5,0.032891845703125,1.8647058823529412,Medium (1%-5%)
train,7,Mosque Ahead,640,640,62.0,44.5,2759.0,0.00673583984375,1.3932584269662922,Small (<1%)
train,13,School Ahead,640,640,245.0,132.0,32340.0,0.078955078125,1.856060606060606,Large (>5%)
train,3,Give Way,640,640,84.5,112.0,9464.0,0.02310546875,0.7544642857142857,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,114.5,63.5,7270.75,0.0177508544921875,1.8031496062992125,Medium (1%-5%)
train,7,Mosque Ahead,640,640,45.5,36.0,1638.0,0.0039990234375,1.2638888888888888,Small (<1%)
train,8,No Overtaking,640,640,437.5,271.5,118781.25,0.2899932861328125,1.6114180478821363,Large (>5%)
train,15,Sharp Right Turn,640,640,446.0,231.5,103249.0,0.25207275390625,1.9265658747300216,Large (>5%)
train,11,Pedestrians Crossing,640,640,127.0,125.0,15875.0,0.03875732421875,1.016,Medium (1%-5%)
train,7,Mosque Ahead,640,640,143.5,87.5,12556.25,0.0306549072265625,1.64,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,245.0,143.0,35035.0,0.08553466796875,1.7132867132867133,Large (>5%)
train,21,Speed Limit 80Km,640,640,282.0,156.5,44133.0,0.10774658203125,1.8019169329073483,Large (>5%)
train,2,Emergency Stopping 250m,640,640,146.0,80.5,11753.0,0.02869384765625,1.813664596273292,Medium (1%-5%)
train,14,Sharp Left Turn,640,640,166.0,101.5,16849.0,0.04113525390625,1.6354679802955665,Medium (1%-5%)
train,0,Crossroads,640,640,258.0,173.5,44763.0,0.10928466796875,1.4870317002881845,Large (>5%)
train,17,Side Road On Right,640,640,146.0,80.5,11753.0,0.02869384765625,1.813664596273292,Medium (1%-5%)
train,15,Sharp Right Turn,640,640,159.0,86.0,13674.0,0.0333837890625,1.8488372093023255,Medium (1%-5%)
train,7,Mosque Ahead,640,640,75.5,47.5,3586.25,0.0087554931640625,1.5894736842105264,Small (<1%)
train,0,Crossroads,640,640,406.5,262.5,106706.25,0.2605133056640625,1.5485714285714285,Large (>5%)
train,24,Traffic Merges From Left,640,640,183.5,99.5,18258.25,0.0445758056640625,1.8442211055276383,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,152.0,88.5,13452.0,0.032841796875,1.7175141242937852,Medium (1%-5%)
train,1,Emergency Stopping,640,640,451.5,251.5,113552.25,0.2772271728515625,1.7952286282306162,Large (>5%)
train,7,Mosque Ahead,640,640,93.5,65.5,6124.25,0.0149517822265625,1.4274809160305344,Medium (1%-5%)
train,17,Side Road On Right,640,640,314.5,171.0,53779.5,0.131297607421875,1.8391812865497077,Large (>5%)
train,24,Traffic Merges From Left,640,640,231.5,119.0,27548.5,0.067257080078125,1.9453781512605042,Large (>5%)
train,0,Crossroads,640,640,128.0,81.0,10368.0,0.0253125,1.5802469135802468,Medium (1%-5%)
train,7,Mosque Ahead,640,640,63.5,51.0,3238.5,0.007906494140625,1.2450980392156863,Small (<1%)
train,2,Emergency Stopping 250m,640,640,67.5,115.5,7796.25,0.0190338134765625,0.5844155844155844,Medium (1%-5%)
train,17,Side Road On Right,640,640,168.0,90.5,15204.0,0.037119140625,1.856353591160221,Medium (1%-5%)
train,17,Side Road On Right,640,640,181.5,99.5,18059.25,0.0440899658203125,1.8241206030150754,Medium (1%-5%)
train,11,Pedestrians Crossing,640,640,235.5,265.0,62407.5,0.152362060546875,0.8886792452830189,Large (>5%)
train,1,Emergency Stopping,640,640,300.5,182.0,54691.0,0.13352294921875,1.651098901098901,Large (>5%)
train,16,Side Road On Left,640,640,99.5,61.5,6119.25,0.0149395751953125,1.6178861788617886,Medium (1%-5%)
train,11,Pedestrians Crossing,640,640,200.5,110.0,22055.0,0.05384521484375,1.8227272727272728,Large (>5%)
train,4,Height Limit 5.7m,640,640,249.5,142.0,35429.0,0.08649658203125,1.7570422535211268,Large (>5%)
train,20,Speed Limit 40Km,640,640,245.0,139.0,34055.0,0.08314208984375,1.7625899280575539,Large (>5%)
train,3,Give Way,640,640,61.5,33.0,2029.5,0.004954833984375,1.8636363636363635,Small (<1%)
train,21,Speed Limit 80Km,640,640,258.5,146.0,37741.0,0.09214111328125,1.7705479452054795,Large (>5%)
train,24,Traffic Merges From Left,640,640,223.5,132.5,29613.75,0.0722991943359375,1.6867924528301887,Large (>5%)
train,1,Emergency Stopping,640,640,287.5,155.0,44562.5,0.108795166015625,1.8548387096774193,Large (>5%)
train,15,Sharp Right Turn,640,640,136.5,81.5,11124.75,0.0271600341796875,1.6748466257668713,Medium (1%-5%)
train,8,No Overtaking,640,640,400.5,245.5,98322.75,0.2400457763671875,1.6313645621181263,Large (>5%)
train,0,Crossroads,640,640,50.5,33.0,1666.5,0.004068603515625,1.5303030303030303,Small (<1%)
train,8,No Overtaking,640,640,66.5,39.5,2626.75,0.0064129638671875,1.6835443037974684,Small (<1%)
train,21,Speed Limit 80Km,640,640,185.0,103.5,19147.5,0.046746826171875,1.78743961352657,Medium (1%-5%)
train,15,Sharp Right Turn,640,640,259.5,257.0,66691.5,0.162821044921875,1.009727626459144,Large (>5%)
train,8,No Overtaking,640,640,552.0,288.0,158976.0,0.388125,1.9166666666666667,Large (>5%)
train,17,Side Road On Right,640,640,209.0,118.5,24766.5,0.060465087890625,1.7637130801687764,Large (>5%)
train,16,Side Road On Left,640,640,115.5,69.0,7969.5,0.019456787109375,1.673913043478261,Medium (1%-5%)
train,16,Side Road On Left,640,640,259.5,161.0,41779.5,0.102000732421875,1.6118012422360248,Large (>5%)
train,16,Side Road On Left,640,640,204.5,143.0,29243.5,0.071395263671875,1.43006993006993,Large (>5%)
train,14,Sharp Left Turn,640,640,222.0,117.5,26085.0,0.06368408203125,1.8893617021276596,Large (>5%)
train,21,Speed Limit 80Km,640,640,230.5,126.5,29158.25,0.0711871337890625,1.8221343873517786,Large (>5%)
train,28,Underpass Ahead,640,640,171.5,105.5,18093.25,0.0441729736328125,1.6255924170616114,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,467.5,305.5,142821.25,0.3486846923828125,1.530278232405892,Large (>5%)
train,8,No Overtaking,640,640,312.5,196.0,61250.0,0.1495361328125,1.594387755102041,Large (>5%)
train,1,Emergency Stopping,640,640,350.0,197.5,69125.0,0.16876220703125,1.7721518987341771,Large (>5%)
train,4,Height Limit 5.7m,640,640,133.5,81.5,10880.25,0.0265631103515625,1.638036809815951,Medium (1%-5%)
train,13,School Ahead,640,640,449.0,288.5,129536.5,0.316251220703125,1.5563258232235702,Large (>5%)
train,16,Side Road On Left,640,640,219.0,143.5,31426.5,0.076724853515625,1.5261324041811846,Large (>5%)
train,21,Speed Limit 80Km,640,640,143.0,81.0,11583.0,0.02827880859375,1.7654320987654322,Medium (1%-5%)
train,13,School Ahead,640,640,261.5,143.5,37525.25,0.0916143798828125,1.8222996515679442,Large (>5%)
train,17,Side Road On Right,640,640,372.5,230.5,85861.25,0.2096221923828125,1.616052060737527,Large (>5%)
train,18,Speed Breaker,640,640,301.5,207.0,62410.5,0.152369384765625,1.4565217391304348,Large (>5%)
train,1,Emergency Stopping,640,640,99.0,57.5,5692.5,0.013897705078125,1.7217391304347827,Medium (1%-5%)
train,11,Pedestrians Crossing,640,640,60.0,56.0,3360.0,0.008203125,1.0714285714285714,Small (<1%)
train,13,School Ahead,640,640,223.5,129.5,28943.25,0.0706622314453125,1.725868725868726,Large (>5%)
train,7,Mosque Ahead,640,640,76.0,65.5,4978.0,0.0121533203125,1.1603053435114503,Medium (1%-5%)
train,12,Petrol Pump Ahead,640,640,370.5,287.5,106518.75,0.2600555419921875,1.288695652173913,Large (>5%)
train,1,Emergency Stopping,640,640,188.5,109.5,20640.75,0.0503924560546875,1.721461187214612,Large (>5%)
train,16,Side Road On Left,640,640,147.0,77.5,11392.5,0.027813720703125,1.896774193548387,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,133.0,80.0,10640.0,0.0259765625,1.6625,Medium (1%-5%)
train,21,Speed Limit 80Km,640,640,328.0,183.5,60188.0,0.146943359375,1.7874659400544959,Large (>5%)
train,7,Mosque Ahead,640,640,163.0,133.5,21760.5,0.053126220703125,1.2209737827715357,Large (>5%)
train,17,Side Road On Right,640,640,352.5,184.0,64860.0,0.158349609375,1.9157608695652173,Large (>5%)
train,3,Give Way,640,640,71.5,39.0,2788.5,0.006807861328125,1.8333333333333333,Small (<1%)
train,4,Height Limit 5.7m,640,640,147.5,93.5,13791.25,0.0336700439453125,1.5775401069518717,Medium (1%-5%)
train,0,Crossroads,640,640,78.5,50.0,3925.0,0.00958251953125,1.57,Small (<1%)
train,1,Emergency Stopping,640,640,276.5,155.5,42995.75,0.1049700927734375,1.7781350482315113,Large (>5%)
train,1,Emergency Stopping,640,640,294.0,167.5,49245.0,0.12022705078125,1.7552238805970148,Large (>5%)
train,8,No Overtaking,640,640,477.0,285.0,135945.0,0.33189697265625,1.6736842105263159,Large (>5%)
train,24,Traffic Merges From Left,640,640,365.0,225.5,82307.5,0.200946044921875,1.6186252771618626,Large (>5%)
train,15,Sharp Right Turn,640,640,535.0,331.0,177085.0,0.43233642578125,1.6163141993957704,Large (>5%)
train,7,Mosque Ahead,640,640,485.0,312.0,151320.0,0.36943359375,1.5544871794871795,Large (>5%)
train,8,No Overtaking,640,640,125.0,83.0,10375.0,0.02532958984375,1.5060240963855422,Medium (1%-5%)
train,8,No Overtaking,640,640,105.0,80.5,8452.5,0.020635986328125,1.3043478260869565,Medium (1%-5%)
train,1,Emergency Stopping,640,640,140.0,78.5,10990.0,0.0268310546875,1.78343949044586,Medium (1%-5%)
train,2,Emergency Stopping 250m,640,640,226.0,131.5,29719.0,0.07255615234375,1.7186311787072244,Large (>5%)
train,20,Speed Limit 40Km,640,640,121.5,71.0,8626.5,0.021060791015625,1.7112676056338028,Medium (1%-5%)
train,18,Speed Breaker,640,640,100.0,66.0,6600.0,0.01611328125,1.5151515151515151,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,96.5,68.0,6562.0,0.0160205078125,1.4191176470588236,Medium (1%-5%)
train,17,Side Road On Right,640,640,110.0,58.5,6435.0,0.01571044921875,1.8803418803418803,Medium (1%-5%)
train,16,Side Road On Left,640,640,103.5,62.0,6417.0,0.01566650390625,1.6693548387096775,Medium (1%-5%)
train,22,Tolls 1 km Ahead,640,640,361.5,202.0,73023.0,0.17827880859375,1.7896039603960396,Large (>5%)
train,0,Crossroads,640,640,164.5,106.5,17519.25,0.0427716064453125,1.5446009389671362,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,149.5,89.5,13380.25,0.0326666259765625,1.670391061452514,Medium (1%-5%)
train,1,Emergency Stopping,640,640,353.0,198.5,70070.5,0.171070556640625,1.778337531486146,Large (>5%)
train,1,Emergency Stopping,640,640,153.5,87.5,13431.25,0.0327911376953125,1.7542857142857142,Medium (1%-5%)
train,10,No Vehicle Entry,640,640,77.0,43.0,3311.0,0.00808349609375,1.7906976744186047,Small (<1%)
train,11,Pedestrians Crossing,640,640,162.0,84.5,13689.0,0.03342041015625,1.9171597633136095,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,374.5,210.5,78832.25,0.1924615478515625,1.7790973871733966,Large (>5%)
train,15,Sharp Right Turn,640,640,139.0,82.0,11398.0,0.0278271484375,1.6951219512195121,Medium (1%-5%)
train,7,Mosque Ahead,640,640,84.5,73.0,6168.5,0.015059814453125,1.1575342465753424,Medium (1%-5%)
train,17,Side Road On Right,640,640,62.5,35.0,2187.5,0.005340576171875,1.7857142857142858,Small (<1%)
train,0,Crossroads,640,640,75.0,57.0,4275.0,0.01043701171875,1.3157894736842106,Medium (1%-5%)
train,1,Emergency Stopping,640,640,627.5,439.0,275472.5,0.672540283203125,1.429384965831435,Large (>5%)
train,7,Mosque Ahead,640,640,147.0,114.5,16831.5,0.041092529296875,1.2838427947598254,Medium (1%-5%)
train,17,Side Road On Right,640,640,304.5,152.0,46284.0,0.112998046875,2.0032894736842106,Large (>5%)
train,8,No Overtaking,640,640,481.0,286.0,137566.0,0.3358544921875,1.6818181818181819,Large (>5%)
train,6,Junction Ahead,640,640,190.5,95.5,18192.75,0.0444158935546875,1.9947643979057592,Medium (1%-5%)
train,0,Crossroads,640,640,321.5,192.5,61888.75,0.1510955810546875,1.6701298701298701,Large (>5%)
train,17,Side Road On Right,640,640,193.0,128.0,24704.0,0.0603125,1.5078125,Large (>5%)
train,21,Speed Limit 80Km,640,640,405.0,232.0,93960.0,0.22939453125,1.7456896551724137,Large (>5%)
train,13,School Ahead,640,640,264.0,142.5,37620.0,0.091845703125,1.8526315789473684,Large (>5%)
train,11,Pedestrians Crossing,640,640,77.0,42.0,3234.0,0.0078955078125,1.8333333333333333,Small (<1%)
train,20,Speed Limit 40Km,640,640,205.0,148.0,30340.0,0.074072265625,1.385135135135135,Large (>5%)
train,13,School Ahead,640,640,162.5,89.5,14543.75,0.0355072021484375,1.8156424581005586,Medium (1%-5%)
train,13,School Ahead,640,640,285.5,218.0,62239.0,0.15195068359375,1.3096330275229358,Large (>5%)
train,14,Sharp Left Turn,640,640,223.0,118.5,26425.5,0.064515380859375,1.8818565400843883,Large (>5%)
train,16,Side Road On Left,640,640,218.0,143.0,31174.0,0.0761083984375,1.5244755244755244,Large (>5%)
train,12,Petrol Pump Ahead,640,640,70.0,57.0,3990.0,0.0097412109375,1.2280701754385965,Small (<1%)
train,12,Petrol Pump Ahead,640,640,211.0,161.5,34076.5,0.083194580078125,1.306501547987616,Large (>5%)
